--- Startup times for process: Primary (or UI client) ---

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
503.301  000.402  000.402: require('image/utils/document')
503.326  000.555  000.153: require('image/integrations/rst')
503.461  000.111  000.111: require('image/integrations/syslang')
503.603  000.122  000.122: require('image/integrations/asciidoc')
503.723  000.100  000.100: require('image/integrations/markdown')
503.838  000.098  000.098: require('image/integrations/html')
503.953  000.099  000.099: require('image/integrations/neorg')
504.082  000.115  000.115: require('image/integrations/typst')
504.552  000.207  000.207: require('focal')
504.705  000.146  000.146: require('focal.config')
504.804  000.093  000.093: require('focal.resolver')
504.949  000.140  000.140: require('focal.renderer')
505.180  000.098  000.098: require('focal.lib.geometry')
505.190  000.236  000.138: require('focal.window')
505.465  000.076  000.076: require('focal.lib.guard')
505.502  000.307  000.232: require('focal.preview')
505.642  000.136  000.136: require('focal.lib.cache')
505.902  000.102  000.102: require('focal.sources.neo-tree')
506.001  000.089  000.089: require('focal.sources.nvim-tree')
506.093  000.086  000.086: require('focal.sources.oil')
506.249  000.149  000.149: require('focal.sources.snacks')
506.343  000.088  000.088: require('focal.sources.mini-files')
506.469  000.118  000.118: require('focal.renderers.image')
506.779  000.138  000.138: require('focal.lib.process')
506.789  000.278  000.140: require('focal.renderers.chafa')
507.999  000.877  000.877: require('nnonne.plugins.toggle-term')
509.774  000.127  000.127: require('toggleterm.lazy')
509.886  000.095  000.095: require('toggleterm.constants')
510.200  000.305  000.305: require('toggleterm.terminal')
510.229  001.537  001.010: require('toggleterm')
510.481  000.115  000.115: require('toggleterm.colors')
510.622  000.135  000.135: require('toggleterm.utils')
510.649  000.411  000.162: require('toggleterm.config')
513.945  000.207  000.207: require('toggleterm.commandline')
514.485  000.160  000.160: require('nnonne.plugins.opencode')
514.851  000.112  000.112: require('nnonne.plugins.git-blame')
514.970  000.099  000.099: require('nnonne.plugins.nvim-dap')
515.186  000.158  000.158: require('nnonne.plugins.kulala')
515.316  000.102  000.102: require('nnonne.plugins.cloak')
516.338  000.374  000.374: require('cloak')
516.555  000.109  000.109: require('nnonne.plugins.which-key')
517.387  000.244  000.244: require('which-key')
517.645  000.249  000.249: require('which-key.config')
517.813  000.099  000.099: require('nnonne.plugins.vim-kitty-nav')
518.561  000.172  000.172: require('nnonne.plugins.cord')
518.589  508.105  360.636: sourcing /home/nnonne/.config/nvim/init.lua
518.622  000.985: sourcing vimrc file(s)
522.695  000.059  000.059: sourcing /usr/share/vim/vimfiles/ftdetect/PKGBUILD.vim
522.769  000.032  000.032: sourcing /usr/share/vim/vimfiles/ftdetect/SRCINFO.vim
522.781  001.123  001.032: sourcing nvim_exec2() called at /usr/share/nvim/runtime/filetype.lua:0
522.932  001.642  000.519: sourcing /usr/share/nvim/runtime/filetype.lua
523.689  000.231  000.231: sourcing /usr/share/nvim/runtime/syntax/synload.vim
523.958  000.897  000.666: sourcing /usr/share/nvim/runtime/syntax/syntax.vim
595.465  070.560  070.560: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/vim-kitty-navigator/plugin/kitty_navigator.vim
596.002  000.250  000.250: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/which-key.nvim/plugin/which-key.lua
597.472  000.828  000.828: require('render-markdown.settings')
597.615  001.222  000.394: require('render-markdown')
597.821  000.194  000.194: require('render-markdown.lib.presets')
598.142  000.138  000.138: require('render-markdown.lib.compat')
598.386  000.095  000.095: require('render-markdown.lib.list')
598.409  000.260  000.165: require('render-markdown.lib.env')
598.862  000.098  000.098: require('render-markdown.lib.interval')
598.962  000.093  000.093: require('render-markdown.lib.str')
598.977  000.316  000.125: require('render-markdown.lib.line')
599.070  000.089  000.089: require('render-markdown.lib.resolved')
599.162  000.087  000.087: require('render-markdown.lib.iter')
599.170  000.636  000.144: require('render-markdown.lib.config')
599.177  000.762  000.126: require('render-markdown.state')
599.295  000.108  000.108: require('render-markdown.core.ts')
599.536  000.103  000.103: require('render-markdown.request.context')
599.691  000.149  000.149: require('render-markdown.core.log')
599.721  000.419  000.167: require('render-markdown.core.ui')
599.891  000.146  000.146: require('render-markdown.core.colors')
600.525  000.114  000.114: require('render-markdown.api')
600.537  000.247  000.133: require('render-markdown.core.command')
600.776  000.146  000.146: require('render-markdown.core.manager')
600.958  004.715  001.072: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/render-markdown.nvim/plugin/render-markdown.lua
603.301  001.227  001.227: require('dressing.patch')
603.329  002.076  000.849: require('dressing')
603.356  002.205  000.129: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/dressing.nvim/plugin/dressing.lua
603.623  000.102  000.102: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/plenary.nvim/plugin/plenary.vim
606.982  003.194  003.194: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/bullets.vim/plugin/bullets.vim
607.690  000.479  000.479: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/fff/plugin/fff.lua
608.461  000.282  000.282: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/opencode.nvim/plugin/events/permissions/edits.lua
608.859  000.344  000.344: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/opencode.nvim/plugin/events/permissions/init.lua
609.108  000.197  000.197: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/opencode.nvim/plugin/events/reload.lua
609.467  000.313  000.313: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/opencode.nvim/plugin/events/status.lua
609.741  000.225  000.225: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/opencode.nvim/plugin/highlights.lua
610.566  000.426  000.426: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/oil-git.nvim/plugin/oil-git.lua
611.036  000.158  000.158: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/workspace-diagnostics.nvim/plugin/workspace-diagnostics.lua
612.309  001.122  001.122: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/telescope.nvim/plugin/telescope.lua
612.701  000.199  000.199: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/import.nvim/plugin/import.lua
613.216  000.363  000.363: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/nvim-lspconfig/plugin/lspconfig.lua
613.799  000.414  000.414: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/conform.nvim/plugin/conform.lua
614.360  000.379  000.379: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/miser.nvim/deps/nvim-lspconfig/plugin/lspconfig.lua
617.078  000.433  000.433: require('vim.treesitter.language')
617.189  000.094  000.094: require('vim.func')
617.375  000.163  000.163: require('vim.func._memoize')
617.547  001.611  000.922: require('vim.treesitter.query')
617.625  002.129  000.517: require('vim.treesitter.languagetree')
617.661  002.397  000.268: require('vim.treesitter')
618.022  003.397  001.000: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/nvim-treesitter/plugin/filetypes.lua
618.362  000.276  000.276: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/nvim-treesitter/plugin/nvim-treesitter.lua
618.596  000.185  000.185: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/nvim-treesitter/plugin/query_predicates.lua
619.097  000.307  000.307: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/blink.cmp/plugin/blink-cmp.lua
619.455  000.122  000.122: sourcing /home/nnonne/.local/share/nvim/site/pack/core/opt/lush.nvim/plugin/lush.vim
620.113  000.041  000.041: sourcing /usr/share/nvim/runtime/plugin/gzip.vim
621.997  000.458  000.458: sourcing /usr/share/nvim/runtime/pack/dist/opt/matchit/plugin/matchit.vim
622.135  001.990  001.532: sourcing /usr/share/nvim/runtime/plugin/matchit.vim
622.546  000.378  000.378: sourcing /usr/share/nvim/runtime/plugin/matchparen.vim
622.621  000.023  000.023: sourcing /usr/share/nvim/runtime/plugin/netrwPlugin.vim
623.029  000.375  000.375: sourcing /usr/share/nvim/runtime/plugin/rplugin.vim
623.090  000.028  000.028: sourcing /usr/share/nvim/runtime/plugin/tarPlugin.vim
623.143  000.020  000.020: sourcing /usr/share/nvim/runtime/plugin/tutor.vim
623.202  000.027  000.027: sourcing /usr/share/nvim/runtime/plugin/zipPlugin.vim
623.476  000.243  000.243: sourcing /usr/share/nvim/runtime/plugin/editorconfig.lua
623.802  000.289  000.289: sourcing /usr/share/nvim/runtime/plugin/man.lua
624.156  000.317  000.317: sourcing /usr/share/nvim/runtime/plugin/net.lua
624.386  000.199  000.199: sourcing /usr/share/nvim/runtime/plugin/osc52.lua
624.817  000.393  000.393: sourcing /usr/share/nvim/runtime/plugin/shada.lua
625.042  000.167  000.167: sourcing /usr/share/nvim/runtime/plugin/spellfile.lua
625.363  000.145  000.145: sourcing /usr/share/nvim/runtime/pack/dist/opt/nvim.undotree/plugin/undotree.lua
627.258  001.701  001.701: sourcing /usr/share/vim/vimfiles/plugin/fzf.vim
627.279  009.568: loading rtp plugins
627.610  000.331: loading packages
627.632  000.022: loading after plugins
627.687  000.055: inits 3
635.844  008.157: reading ShaDa
636.100  000.256: opening buffers
637.185  000.253  000.253: require('bufferline.state')
637.205  000.852: BufEnter autocommands
637.212  000.006: editing files in windows
637.231  000.019: --- NVIM STARTED ---

